code,name,EBITDA마진율(%),차입금의존도(%),차입금/EBITDA(TTM)(배),현금흐름(TTM)/차입금(%),금융비용(천원),자본총계(천원),이자발생부채(천원),C>=5,D<=50,E<=10,F>=10,G/H<=0.75,score,internal_rating,ag3_reason
04165,상신브레이크,6.07,42.49,11.78,5.52,2445038.84,224765374.51,242200091.05,1,1,0,0,1,2,AG2,
04183,인바디,22.4,2.23,0.16,560.18,630065.66,330552687.81,8484513.51,1,1,1,1,1,0,AG2,
04191,폴라리스AI파마,8.65,24.12,8.91,45.77,47638.03,141282780.84,47893192.56,1,1,1,1,1,0,AG2,
04192,메디아나,12.14,0.57,0.11,1440.93,929588.49,138187332.3,868960.13,1,1,1,1,1,0,AG2,
04193,SY동아,5.71,20.95,2.62,40.03,6691157.52,190373637.49,66431847,1,1,1,1,1,0,AG2,
04196,코미팜,7.5,29.92,9.03,-10.66,640208.07,73324310.21,40216129.97,1,1,1,0,1,1,AG2,
04200,카페24,16.19,2.66,0.17,445.25,189515.93,262450525.71,10879252,1,1,1,1,1,0,AG2,
04204,케이피엠테크,-14.09,41.1,-5.01,-42.08,3502142.48,52930553.68,49853184.35,0,1,1,0,1,2,AG2,
04211,에스씨디,2.58,0.12,0.03,2885.94,8010.1,136794368.05,216047.07,0,1,1,1,1,1,AG2,
04237,비츠로테크,17.19,4.55,0.4,212.18,494547.41,487252233.98,30488405,1,1,1,1,1,0,AG2,
04242,네오위즈홀딩스,8.91,0.35,0.05,2425.89,20495150.77,722379985.73,3039086.37,1,1,1,1,1,0,AG2,
04250,링네트,7.9,2.7,0.27,533.98,1148582.61,118065086.92,4484376.4,1,1,1,1,1,0,AG2,
04251,라온시큐어,-13.28,8.52,0.82,105.44,205801.31,52117058.74,5936628.06,0,1,1,1,1,1,AG2,
04252,한스바이오메드,16.07,28.54,-2.69,-49.09,453278.05,73976665.52,42226008.13,1,1,1,0,1,1,AG2,
04260,새로닉스,0.99,42.95,117.32,-14.72,1186812.75,97310665.18,95956391.14,0,1,0,0,1,3,AG3,score
04266,한화오션,15.83,30.13,3.92,29.86,459011233.04,6825972776.31,6265022643.01,1,1,1,1,1,0,AG2,
04270,한미반도체,22.3,0.3,0.01,7634.28,1793060.26,635869571.94,2251916.44,1,1,1,1,1,0,AG2,
04294,상지건설,-42.8,46.34,-16.18,-12.73,629850.39,97928294.07,100504908.35,0,1,1,0,1,2,AG2,
04309,더테크놀로지,-10.42,9.81,-1.25,-293.65,66620.86,16359874.48,2181369.84,0,1,1,0,1,2,AG2,
04310,알파AI,-43.75,45.21,-5.68,-27.89,480198.3,28628575.14,33714680.97,0,1,1,0,1,2,AG2,
04315,바텍,14.52,6.12,0.63,130.3,1222379.83,512205476.11,43796950.78,1,1,1,1,1,0,AG2,
04320,파루,4.27,45.48,-26.23,-8.97,341281.21,23963081.34,25781320.86,0,1,1,0,1,2,AG2,
04322,티에스넥스젠,1.19,30.35,-4.43,-97.01,262302.79,18607395.26,11649879.32,0,1,1,0,1,2,AG2,
04326,성호전자,8.79,39.31,28.61,119.07,19324048.02,585121497.15,532895879.6,1,1,0,1,1,1,AG2,
04334,에쎈테크,9.87,50.51,6.62,10.71,522320.23,26705739.54,35893451.7,1,0,1,1,1,1,AG2,
04336,디지아이,-2.18,0.47,3.32,116.87,19924.03,40244383.99,206317.96,0,1,1,1,1,1,AG2,
04337,피에이치에이,7.63,2,0.27,318.4,3162853.74,864332756.34,23499599.91,1,1,1,1,1,0,AG2,
04359,웰킵스하이텍,-6.32,22.72,-6.24,-29.28,133035.38,34598577.08,12379805.68,0,1,1,0,1,2,AG2,
04361,KT지니뮤직,10.77,7.18,0.81,-20.05,597732.17,207868209.78,23104804,1,1,1,0,1,1,AG2,
04365,국순당,3.99,0.32,0.43,2093.89,988039.67,238903231.22,825798,0,1,1,1,1,1,AG2,
04371,코스리거글로벌,7.13,69.43,-67.91,-6.71,5269049.82,36567848.4,171382100.94,1,0,1,0,1,2,AG2,
04391,자연과환경,11.12,24.35,-28.41,-11.63,415345.3,87858745.96,32097481.42,1,1,1,0,1,1,AG2,
04418,KD,13.45,30.76,34.58,-17.54,2029314.37,19923936.34,81340801.53,1,1,0,0,1,2,AG2,
04434,위닉스,-17.63,47.27,-4.21,-49.35,13876822.61,116847680.46,242137252,0,1,1,0,1,2,AG2,
04438,주연테크,3.27,9.89,-13.71,-4.57,45240.44,38112993.97,4518825.51,0,1,1,0,1,2,AG2,
04445,KSS해운,35.82,64.22,6.24,15.51,17801325.08,629691654.67,1359693221.35,1,0,1,1,1,1,AG2,
04448,빌리언스,6.25,31.11,8.48,-29.09,642907.79,21134127.09,13540392,1,1,1,0,1,1,AG2,
04449,태웅,8.97,9.75,3.01,32.04,834091.64,613590781.28,80000000,1,1,1,1,1,0,AG2,
04478,에이치케이,-36.99,13.17,-457.54,57.58,83459.74,63902557.73,12000000,0,1,1,1,1,1,AG2,
04482,코스맥스비티아이,11.22,48.68,8.01,12.93,7299135.54,316242972.77,511186609,1,1,1,1,1,0,AG2,
04496,이글벳,15.61,9.94,1.13,85.13,215266.11,52378221.24,6494200.19,1,1,1,1,1,0,AG2,
04499,에이치엔에스하이텍,21.49,3.63,0.31,584.69,93290.9,105055044.56,4457827.12,1,1,1,1,1,0,AG2,
04506,오공,5.63,0.74,0.12,833.38,13287.11,123523390.56,1109327,1,1,1,1,1,0,AG2,
04510,한양이엔지,7.86,2.44,0.3,626.83,237445.23,685632643.68,24000000,1,1,1,1,1,0,AG2,
04530,성우테크론,14.73,8.25,2.07,59.78,54826.49,76745354.89,8517941.48,1,1,1,1,1,0,AG2,
04534,토탈소프트,25.83,0.03,0,42720.97,,37504972.8,14715.1,1,1,1,1,,,AG3,재무정보 미제공
04539,대아티아이,6.9,25.73,7.07,30.82,1022369.27,156221614.91,77522262,1,1,1,1,1,0,AG2,
04551,정원엔시스,1.94,12,3.09,24.9,102367.8,45826190.32,12610862.54,0,1,1,1,1,1,AG2,
04552,크린앤사이언스,7.41,55.83,15.6,2.15,452637.76,17993729.55,42522637.4,1,0,0,0,1,3,AG3,score
04566,에이텍,12.53,16.98,2.24,-36.13,301308,100636913.16,29746047.77,1,1,1,0,1,1,AG2,
04597,코아시아,2.55,29.35,9.31,0.17,6136644.99,127835393.45,127350394.9,0,1,1,0,1,2,AG2,
04607,코다코,10.13,39.03,6.52,15.47,1982449.45,8793862.81,146299651.39,1,1,1,1,1,0,AG2,
04612,오르비텍,-8.6,31.19,-7.33,29.21,2217650.61,152285606.01,83267520.43,0,1,1,1,1,1,AG2,
04621,HLB파나진,-10.26,7.65,-3.65,-12.65,159948.23,74622048.79,6360378.69,0,1,1,0,1,2,AG2,
04631,백금T&A,0.85,4.61,1.01,81.28,198006.26,100750420.7,6080477.79,0,1,1,1,1,1,AG2,
04639,삼화네트웍스,-327.57,1.03,-1.13,-0.77,2517.81,57498486.32,709653.07,0,1,1,0,1,2,AG2,
04644,KG파이낸셜,11.21,14.15,2.3,35.53,863300.14,354653537.29,83458676.35,1,1,1,1,1,0,AG2,
04689,서울반도체,10.4,8.58,1.16,41.62,22559861.48,649057242.12,92049082,1,1,1,1,1,0,AG2,
04694,우원개발,3.92,9.52,0.35,200.34,349743.44,157293090.34,24625834,0,1,1,1,1,1,AG2,
04697,우리로,11.95,16.41,3.32,37.2,566161.38,40669830.99,9551197,1,1,1,1,1,0,AG2,
04704,대우건설,14.54,32.03,-7.55,-15.42,48306239.64,3727659217.43,4509130371.05,1,1,1,0,1,1,AG2,
04705,포스코인터내셔널,6.21,39.82,4.28,18.77,602146395,7732088534,7862563467,1,1,1,1,1,0,AG2,
04708,한빛소프트,28.95,0.88,0.06,789.58,29662.85,22857927.01,244292.88,1,1,1,1,1,0,AG2,
04731,파워로직스,5.24,15.58,2.88,25.02,9561998.07,211848624.4,64493652.95,1,1,1,1,1,0,AG2,
04740,유니온머티리얼,6.85,69.33,12.67,5.45,1104642.72,18707920.27,97642731.68,1,0,0,0,1,3,AG3,score
04756,이스트소프트,-2.23,26.08,-4.28,-27.14,1063369.35,65986029.75,52549446.5,0,1,1,0,1,2,AG2,
04777,코데즈컴바인,12.16,10.35,2.12,74.68,99041.72,73391135.66,9666927.77,1,1,1,1,1,0,AG2,
04781,한국항공우주,8.82,25.15,6.95,15.45,70690184.8,1944917862.75,2807544263,1,1,1,1,1,0,AG2,
04782,초록뱀미디어,12.88,9.76,2.16,38.71,2358772.51,286564573.44,36375175.59,1,1,1,1,1,0,AG2,
04792,HLB제약,3.38,10.03,185.03,,178330.8,151730688.58,20321183.16,0,1,0,,1,,AG3,재무정보 미제공
04841,현대바이오,-1331.78,11.69,-0.88,-106.27,555435.73,111979393.5,15093035,0,1,1,0,1,2,AG2,
04843,유라테크,-1.91,0.83,0.77,1573.67,394551.23,155525529.88,1552886,0,1,1,1,1,1,AG2,
04847,대동스틸,0.52,4.52,-3.77,8.87,68385.6,72010355.29,4261917,0,1,1,0,1,2,AG2,
04853,인트론바이오,-90.65,7.19,-0.81,-226.35,869890.63,64427329.72,5083848,0,1,1,0,1,2,AG2,
04877,TPC로보틱스,1.75,34.56,28.33,2.34,599284.93,37414494.36,39615364.42,0,1,0,0,1,3,AG3,score
04883,엔피케이,4.2,10.92,1.42,89.08,39309.8,46608886.08,8386092.48,0,1,1,1,1,1,AG2,
04887,시너지이노베이션,19.56,9.45,1.32,54.49,3391559.85,274870841.48,31660085.26,1,1,1,1,1,0,AG2,
04891,대원미디어,6.61,28.22,2.48,34.88,1253319.5,135536367.24,70125953.79,1,1,1,1,1,0,AG2,
04907,인탑스,6.97,2.09,1.41,135.29,2066852.7,774731315.36,19031141.55,1,1,1,1,1,0,AG2,
04908,기가레인,-40.05,34.67,-4,-23.3,300427.61,40385023.05,32173087.79,0,1,1,0,1,2,AG2,
04912,파인디앤씨,-1.76,29.27,-12.34,-55.63,642198.47,51177975.53,32500934,0,1,1,0,1,2,AG2,
04918,셀루메드,-5.98,15.95,-2.5,-19.15,388102.14,23888033.98,10926927.79,0,1,1,0,1,2,AG2,
04943,코메론,26.66,0.03,0,34808.9,826338.63,253014301.89,81421.9,1,1,1,1,1,0,AG2,
04947,비트플래닛,-20.83,3.71,-0.55,-1263.01,64502.91,53827991.23,2297744.41,0,1,1,0,1,2,AG2,
04948,오픈베이스,2.3,7.54,1.05,86.05,290644.79,100026188.54,14909197.08,0,1,1,1,1,1,AG2,
04952,유아이엘,8.13,3.31,0.27,338.26,518373.15,201571725.17,9310325.33,1,1,1,1,1,0,AG2,
04955,잉크테크,14.97,36.22,7.73,16.31,867477.63,79819368.45,58601770.73,1,1,1,1,1,0,AG2,
04963,재영솔루텍,20.5,24.04,1.86,42.2,2447013.33,112444788.04,53219508.41,1,1,1,1,1,0,AG2,
04972,고려신용정보,12.3,23.52,1.09,75.93,155541.48,61469583.42,25993522.71,1,1,1,1,1,0,AG2,
04980,우진플라임,-4.31,43.9,11.63,9.36,1338352.87,106147086.55,143527142.16,0,1,0,0,1,3,AG3,score
04983,승일,7.49,5.26,0.92,190.77,247740.93,150710125.76,9889891.63,1,1,1,1,1,0,AG2,
04995,미래컴퍼니,8.99,0.44,-0.04,-2212.41,13012.94,111790450.63,570902.86,1,1,1,0,1,1,AG2,
04996,쎌바이오텍,28.01,0.21,0.02,2950.17,56006.37,133033153.57,293408.22,1,1,1,1,1,0,AG2,
05009,비케이홀딩스,-91.54,3.66,-0.15,-938.88,12569.25,10071738.23,466279.61,0,1,1,0,1,2,AG2,
05011,캠시스,5.49,45.46,16.93,-0.83,1852087.37,65128994.22,105043081.05,1,1,0,0,1,2,AG2,
05012,ES큐브,3.42,1.58,-0.14,16.14,539537.23,92020611.95,1557872,0,1,1,1,1,1,AG2,
05076,에스폴리텍,7.4,37.35,29.36,-3.06,385886.57,58752408.14,42992381.35,1,1,0,0,1,2,AG2,
05086,아세아텍,2.18,20.85,13.52,6.56,267215.95,125554875.81,43178662.69,0,1,0,0,1,3,AG3,score
05089,쏠리드,0.39,21.77,3.35,53.94,2796028.82,374949700.7,132507880.45,0,1,1,1,1,1,AG2,
05096,수산아이앤티,12.67,0.14,0.03,4225.55,1818.07,91389855.39,140559,1,1,1,1,1,0,AG2,
05116,지어소프트,9.61,10.78,0.83,95.36,896877.51,234430589.71,35277010,1,1,1,1,1,0,AG2,
05136,토비스,12.9,23.16,1.59,53.23,5022156.21,313513773.38,134659315.33,1,1,1,1,1,0,AG2,
05137,인터플렉스,8.67,0.1,0.01,11924.17,3332228.53,336239045.97,390192.67,1,1,1,1,1,0,AG2,
05138,피씨디렉트,2.28,37.83,7.73,9.18,3236965.38,39908286.31,44720029.1,0,1,1,0,1,2,AG2,
05139,YW,31.31,0,,,233300.27,83318867.73,,1,1,,,1,,AG3,재무정보 미제공
05149,나라엠앤디,-1.59,37.61,22.21,9.93,2976842.27,105605601.01,104278257.46,0,1,0,0,1,3,AG3,score
05150,CJ프레시웨이,4.03,30.58,2.5,28.95,10708609.94,380624810.59,469451919.95,0,1,1,1,1,1,AG2,
05160,한전KPS,14.91,0.49,0.04,2155.62,164479.37,1309707476.34,8498217,1,1,1,1,1,0,AG2,
05163,진양화학,10.53,24.54,10.44,16.3,206926.85,39684886.2,15099109.85,1,1,0,1,1,1,AG2,
05178,큐로홀딩스,3.27,41.04,33.38,-17.05,710274.87,27454076.65,39393655.82,0,1,0,0,1,3,AG3,score
05190,LG생활건강,10.42,3.34,0.64,39.59,2619059.48,5679366717.96,236937982.91,1,1,1,1,1,0,AG2,
05191,LG화학,11.76,36.46,7.65,10.33,1401175000,48090949000,38520863000,1,1,1,1,1,0,AG2,
05198,중앙첨단소재,-95.24,14.2,-3.77,-16.9,266239.26,103829374.21,18103716.24,0,1,1,0,1,2,AG2,
05202,에스티큐브,-498.16,11.54,-0.41,-224.98,86416.13,65576928.4,9648900.33,0,1,1,0,1,2,AG2,
05226,현대바이오랜드,16.64,4.01,0.37,163.58,180584.15,139642945.38,6473564.14,1,1,1,1,1,0,AG2,
05230,오션인더블유,-14.72,7.09,-13.92,-1.17,5015304.07,353904063.25,34602351.03,0,1,1,0,1,2,AG2,
05233,코텍,14.24,6.32,0.68,110.66,2122920.12,409336628.99,31979681,1,1,1,1,1,0,AG2,
05240,코나아이,36.42,8.18,0.38,226.89,2032450.52,264108756.58,43736938.97,1,1,1,1,1,0,AG2,
05242,오성첨단소재,39.02,7.46,1,202.85,615309.66,313523853.2,29333265.07,1,1,1,1,1,0,AG2,
05246,아이크래프트,-15.29,14.49,1.46,83.63,704950.46,43620943.3,12823610,0,1,1,1,1,1,AG2,
05260,한네트,29.09,12.13,0.84,74.83,129775.48,38615243.09,6337617.45,1,1,1,1,1,0,AG2,
05269,한전기술,16.6,0.13,0.02,4489.25,21328.84,588496170.64,1134983,1,1,1,1,1,0,AG2,
05271,아모텍,8.13,35.45,6.59,18.97,3112925.37,160566260.94,124072737.77,1,1,1,1,1,0,AG2,
05277,아이톡시,-41.03,14.39,-0.43,-482.94,144923.47,4057380.43,977641,0,1,1,0,1,2,AG2,
05279,액토즈소프트,24.05,0.44,0.05,1698.48,4947241.59,270547161.21,1734932.34,1,1,1,1,1,0,AG2,
05286,아이앤씨,16.99,21.56,1.81,50.1,167987.7,36732247.3,11924000,1,1,1,1,1,0,AG2,
05290,KX하이텍,26.79,16.52,1.81,38.43,1130574.08,147766303.09,34794434.99,1,1,1,1,1,0,AG2,
05303,바이넥스,-15.66,33.72,-7428.56,1.26,1655971.86,180023058.8,106697526.38,0,1,1,0,1,2,AG2,
05305,지에스이,10.52,19.99,3.18,23.51,370216.65,100488612.99,49273741.74,1,1,1,1,1,0,AG2,
05306,세동,8.83,24.09,2.11,39.56,381263.86,43739586.74,33238165.97,1,1,1,1,1,0,AG2,
05308,케이엔솔,1.97,30.77,-2.11,-45.14,1261208.64,125233864.89,122891098.69,0,1,1,0,1,2,AG2,
05316,프리엠스,0.02,1.09,2.3,-58.23,52826.89,74366774.17,908401.68,0,1,1,0,1,2,AG2,
05321,스카이라이프,15.52,19.61,1.19,69.95,1746412,548669691.01,189028846.45,1,1,1,1,1,0,AG2,
05326,금강철강,0.46,1.11,1.54,23.11,132637.25,125972557.82,1718896.54,0,1,1,1,1,1,AG2,
05327,구영테크,11.54,54.78,7.53,18.83,4962118.38,162863539.65,409930070.34,1,0,1,1,1,1,AG2,
05328,예스24,2.21,31.45,15.74,-2.66,457223.47,175951527.07,155574648.16,0,1,0,0,1,3,AG3,score
05329,NE능률,-537.67,1.15,-0.19,-467.53,21738.26,68242693.35,1009410.02,0,1,1,0,1,2,AG2,
05330,한국정보인증,32.12,14.78,1.61,57.82,1712492.67,250146075.51,63147926.15,1,1,1,1,1,0,AG2,
05335,이니텍,-10.64,0.17,,,1487102.24,136440681.44,247295,0,1,,,1,,AG3,재무정보 미제공
05345,세코닉스,6.13,33.41,4.39,25.12,6301713.33,145290361.17,107177512.62,1,1,1,1,1,0,AG2,
05358,웹케시,20.01,1.28,0.1,820.96,76553.99,111603434.2,1710352.35,1,1,1,1,1,0,AG2,
05361,프로텍,28.26,9.44,0.65,177.4,2737952.74,372013917.98,43619354.79,1,1,1,1,1,0,AG2,
05362,태양,9.38,0.9,0.21,1862.53,648526.45,199677122.34,2124790.37,1,1,1,1,1,0,AG2,
05369,한미글로벌,4.6,20.94,2.86,24.71,1398172.78,252686416.08,98234639.69,0,1,1,1,1,1,AG2,
05370,삼보모터스,7.5,38.66,4.44,15,14535900.47,449880989.96,541012979.24,1,1,1,1,1,0,AG2,
05380,안랩,3.26,0.46,0.05,2877.09,1089259.33,367900817.61,2313130.59,0,1,1,1,1,1,AG2,
05395,경남제약,5.64,20.59,-3241.98,-19.49,1415605.77,125385745.41,36240973.68,1,1,1,0,1,1,AG2,
05398,오상자이엘,8.65,0.01,0,60314.74,793784.69,109901006.61,13355,1,1,1,1,1,0,AG2,
05404,한국컴퓨터,9,32.45,2.75,68.44,695589.46,169611751.36,97968961.28,1,1,1,1,1,0,AG2,
05405,NH농우바이오,19.55,7.43,1.48,74.99,1581547,283628027.49,26786512.5,1,1,1,1,1,0,AG2,
05409,삼진엘앤디,5.07,45.83,9.06,3.39,1847778.88,40326372.88,57819650.88,1,1,1,0,1,1,AG2,
05418,메디콕스,-16.33,15.28,-3.49,-64.84,237507.8,45635915.46,10582038.52,0,1,1,0,1,2,AG2,
05421,이랜텍,10.79,35.97,2.82,32.56,15954618.91,328954494.5,252496029.8,1,1,1,1,1,0,AG2,
05422,비츠로시스,0.49,22.55,5.78,28.03,332708.38,20603588.1,10924261.01,0,1,1,1,1,1,AG2,
05430,팬스타엔터프라이즈,6.57,30.53,-90.17,3.57,958550.04,87997348.42,45420414.57,1,1,1,0,1,1,AG2,
05441,케이피티유,5.12,25.89,11.68,13.65,316643.33,58792671.76,25880000,1,1,0,1,1,1,AG2,
05445,텔레칩스,12.36,40.15,13.33,-34.95,6388807.81,143976570.51,151845000,1,1,0,0,1,2,AG2,
05454,삼영엠텍,4.28,33.45,13.21,10.47,7448945.95,253425200.01,192086005.19,0,1,0,1,1,2,AG2,
05462,APS,3.73,27.51,47.55,6.99,2563383.76,226952896.5,102543587.69,0,1,0,0,1,3,AG3,score
05467,대한뉴팜,7.74,38.98,7.17,22.62,1509690.15,138209939.2,107550533.93,1,1,1,1,1,0,AG2,
05478,키이스트,-8.49,15.48,-3.27,-15.22,370956.81,37669110.36,9132819.01,0,1,1,0,1,2,AG2,
05480,아이디스홀딩스,14.08,14.9,1.5,61.02,6328522.45,901293710.99,188330571,1,1,1,1,1,0,AG2,
05492,한컴위드,0.24,31.08,13.67,11.55,694039.19,150036964.13,76045987.14,0,1,0,1,1,2,AG2,
05493,유신,0.45,13.47,3.74,30.13,458297.35,152798486.01,43819853.25,0,1,1,1,1,1,AG2,
05494,엑사이엔씨,3.06,22.04,5.06,19.61,898631.78,85298742.39,36278248.24,0,1,1,1,1,1,AG2,
05495,제이브이엠,23.68,10.27,0.86,101.27,816980.91,233907495.93,33475255.03,1,1,1,1,1,0,AG2,
05549,테이팩스,10.17,9.38,1.5,76.82,144885.97,156845528.48,19321826.92,1,1,1,1,1,0,AG2,
05555,신한지주,16.66,15.94,15.3,5.91,,61474363000,130190128000,1,1,0,0,,,AG3,재무정보 미제공
05608,유진로봇,-75.59,15.6,-1.39,-129.36,59384.78,24836251.37,7866739.34,0,1,1,0,1,2,AG2,
05609,시지메드텍,7.53,11.86,2.46,98.68,126486.92,94866986.04,14948909.49,1,1,1,1,1,0,AG2,
05619,에스에프에이,10.04,9.61,1.38,53.07,3481070.53,1530990766.76,219803529.04,1,1,1,1,1,0,AG2,
05636,코위버,-14.91,6.84,9.31,40.26,259044.84,156333903.27,12377364,0,1,1,1,1,1,AG2,
05670,신화인터텍,5.48,23.31,2.6,19.31,1883675.92,95418246.33,36550026,1,1,1,1,1,0,AG2,
05673,CNT85,1.36,4.76,-0.41,-365.43,37401.48,59368338.3,3887974.32,0,1,1,0,1,2,AG2,
05703,YBM넷,10.32,10.75,2.1,56.73,93539.38,51442038.36,8873635,1,1,1,1,1,0,AG2,
05705,현대홈쇼핑,10.83,7.06,1.14,81.38,6813676,3752792847,350531567,1,1,1,1,1,0,AG2,
05754,옴니시스템,2.77,4.56,1.48,72.71,69549.95,111195576.75,6003750,0,1,1,1,1,1,AG2,
05768,티사이언티픽,-13.5,4.11,7.93,20.2,228627.56,167855432.98,8064082.72,0,1,1,1,1,1,AG2,
05811,멕아이씨에스,17.55,27.22,-349.61,2.55,137378.84,37207826.5,15598173.82,1,1,1,0,1,1,AG2,
05840,KNN,5.6,0.18,0.07,4652.51,1734481.99,231917368.21,436324,1,1,1,1,1,0,AG2,
05843,포스코스틸리온,3.5,2.8,0.46,182.53,2674407.4,388230004.47,15112695.33,0,1,1,1,1,1,AG2,
05845,한주에이알티,-30.72,30.78,-3.5,-71.2,220010,19204209.51,13687537.2,0,1,1,0,1,2,AG2,
05847,리노공업,50.69,0.02,0,99549.09,1179.98,710870347.57,186750.12,1,1,1,1,1,0,AG2,
05861,에스피지,7.43,16.13,2.84,22.82,570684.45,266962513.5,72235073.11,1,1,1,1,1,0,AG2,
05863,엠게임,16.63,0.82,0.08,1729.59,1257328.91,138218821.06,1372843.94,1,1,1,1,1,0,AG2,
05865,세아홀딩스,5.62,34.69,6.41,11.55,106084622.37,3119790739.47,2246943358.07,1,1,1,1,1,0,AG2,
05873,다스코,-7.39,36.2,22.94,-3.36,2085821.59,135933184.44,121823759.69,0,1,0,0,1,3,AG3,score
05882,CMG제약,-8.84,27.65,-37.15,-6.45,99274.2,201716670.91,88296098.73,0,1,1,0,1,2,AG2,
05885,KTcs,7.08,0,0.96,180.66,930169.57,227054956.14,53228260,1,1,1,1,1,0,AG2,
05886,KTis,7.17,23.99,2.09,51.84,1191773.61,238059191.32,107607853.09,1,1,1,1,1,0,AG2,
05897,엠로,-14.42,1.86,2.66,125.71,43342.25,93438511.03,2006478.59,0,1,1,1,1,1,AG2,
05909,미코,12.52,50.21,7.57,13.84,21276863.44,713330508.8,1246419339.41,1,0,1,1,1,1,AG2,
05910,아이컴포넌트,21.95,14.91,1.03,81.84,228602.14,46298818.07,9227743,1,1,1,1,1,0,AG2,
05912,아진엑스텍,6.2,2.22,0.31,340.32,10112.49,41461485.9,1029152.42,1,1,1,1,1,0,AG2,
05921,메타바이오메드,25.66,23.3,1.68,30.46,2393941.88,127952026.92,44235440,1,1,1,1,1,0,AG2,
05927,해성에어로보틱스,-1.37,0.03,0.02,7246.12,186156.62,39369709.97,12588,0,1,1,1,1,1,AG2,
06015,인선이엔티,14.4,25.03,3.94,3.69,1119786,310672642.89,115281102,1,1,1,0,1,1,AG2,
06023,제이케이시냅스,3.38,41.83,-17.74,-19.14,1853241.53,68767814.97,66489706.39,0,1,1,0,1,2,AG2,
06024,스타코링크,-10.84,39.8,-2.42,-127.61,131405.49,-853644.05,7541172,0,1,1,0,1,2,AG2,
06025,NHN KCP,4,0.42,0.04,1999.87,723781.97,307506901.81,2792277.67,0,1,1,1,1,1,AG2,
06026,뉴보텍,5.65,29.92,5.75,25.79,176308.28,24347745.94,16121691.32,1,1,1,1,1,0,AG2,
06028,큐렉소,-1.42,0.95,0.29,385.37,178030.6,98281354.09,990832,0,1,1,1,1,1,AG2,
06031,3S,-5.45,12.21,-1.39,-106.1,188013.84,46348321.77,7399344.35,0,1,1,0,1,2,AG2,
06037,LS마린솔루션,12.36,4.77,2.05,106.55,1620697.95,625988454.65,36656592.44,1,1,1,1,1,0,AG2,
06038,동양에스텍,1.98,21.21,7.9,14.88,466240.51,119960222.19,41950959.12,0,1,1,1,1,1,AG2,
06048,국일신동,3.86,0.1,0.06,1582.35,96034.06,42235113.37,46849.94,0,1,1,1,1,1,AG2,
06054,에스에이티,7.37,21.18,2.56,31.38,870209.75,103844184.04,34695808.5,1,1,1,1,1,0,AG2,
06056,HC홈센타,-1.57,43.4,-1103.98,-5.23,2773226.25,198862181.05,211834967.74,0,1,1,0,1,2,AG2,
06057,드림어스컴퍼니,2.86,1.62,0.71,27.9,95396.59,144447645.07,3305622.1,0,1,1,1,1,1,AG2,
06059,씨티씨바이오,17.92,29.22,2.61,31.72,691591.29,76223617.64,42849740.36,1,1,1,1,1,0,AG2,
06072,KH바텍,13.12,21.5,1.67,45.98,1143230.05,275095080.73,87839440.74,1,1,1,1,1,0,AG2,
06085,영림원소프트랩,9.23,21.32,3.09,64.16,342691.41,55757479.72,21038126.9,1,1,1,1,1,0,AG2,
06090,에이전트AI,-63.39,13.65,-0.86,-251.61,597867.49,35449836.25,7702449.35,0,1,1,0,1,2,AG2,
06098,HL홀딩스,13.73,37.7,6.06,9.1,10389644.07,1110402764.87,916591923.35,1,1,1,0,1,1,AG2,
06104,알에프텍,-5.43,28.28,-8.4,-17.85,7386794.21,193422062.98,112293996.03,0,1,1,0,1,2,AG2,
06109,세나테크놀로지,8.78,1.73,0.26,,2167236.47,183388465.89,3716931.65,1,1,1,,1,,AG3,재무정보 미제공
06125,화일약품,-2.41,0.16,-1.86,130.43,3416.08,208581323.58,353233,0,1,1,1,1,1,AG2,
06197,LB세미콘,15.99,46.36,5.56,-14.29,9986416.64,281378644.4,321759519.88,1,1,1,0,1,1,AG2,
06204,산일전기,37.84,0.26,0.01,,11549429.35,594829193.69,1900709,1,1,1,,1,,AG3,재무정보 미제공
06297,한국첨단소재,-62.52,9.69,-1.49,-60.82,43944.4,37858422.38,4160000,0,1,1,0,1,2,AG2,
06308,컴투스홀딩스,-51.95,42.23,-20.3,18.04,3049497.18,223838172.99,208020055.22,0,1,1,1,1,1,AG2,
06316,종근당바이오,5.72,49.5,9.42,7.06,1900115.86,124997615.17,147683388.83,1,1,1,0,1,1,AG2,
06317,서울옥션,4.92,41.76,337.37,-4.43,1644150.14,97848153.64,100427005.34,0,1,0,0,1,3,AG3,score
06344,SM Life Design,10.7,0.85,0.1,811.84,10163.96,67199171.17,596787.73,1,1,1,1,1,0,AG2,
06357,NICE인프라,26.61,64.83,3.97,21.99,5600847.61,180749372.08,429656869.65,1,0,1,1,1,1,AG2,
06376,이엘피,10.02,4.16,0.5,218.62,127690.01,64739442.02,3174018.24,1,1,1,1,1,0,AG2,
06409,인크레더블버즈,-189.82,4.33,-0.43,-902.09,1947432.51,61562089.94,2820583.09,0,1,1,0,1,2,AG2,
06424,홈캐스트,-43.59,0.14,-0.06,12.67,279342.81,83984159.49,123942.63,0,1,1,1,1,1,AG2,
06426,다날,2.16,37.01,24.41,-18.63,9577155.25,314848257.17,271434886.68,0,1,0,0,1,3,AG3,score
06429,인텍플러스,-12.47,36.77,210.77,3.69,1033097.08,44731991.91,41502736.43,0,1,0,0,1,3,AG3,score
